State,City,IBGE Code,Reason,Form,Name,code,Sampling Date,Sampling Loc,Zone,2.4 D + 2.4.5 T  VMP: 30.0 µg/L,Alaclor  VMP: 20.0 µg/L,Aldicarbe + Aldicarbesulfona + Aldicarbesulfóxido  VMP: 10.0 µg/L,Aldrin + Dieldrin  VMP: 0.03 µg/L,Atrazina  VMP: 2.0 µg/L,Carbendazim + benomil  VMP: 120.0 µg/L,Carbofurano  VMP: 7.0 µg/L,Clordano  VMP: 0.2 µg/L,Clorpirifós + clorpirifósoxon  VMP: 30.0 µg/L,DDT + DDD + DDE  VMP: 1.0 µg/L,Diuron  VMP: 90.0 µg/L,Endossulfan (α. β e sais)  VMP: 20.0 µg/L,Endrin  VMP: 0.6 µg/L,Glifosato + AMPA  VMP: 500.0 µg/L,Lindano (gama HCH)  VMP: 2.0 µg/L,Mancozebe  VMP: 180.0 µg/L,Metamidofós  VMP: 12.0 µg/L,Metolacloro  VMP: 10.0 µg/L,Molinato  VMP: 6.0 µg/L,Parationa Metílica  VMP: 9.0 µg/L,Pendimentalina  VMP: 20.0 µg/L,Permetrina  VMP: 20.0 µg/L,Profenofós  VMP: 60.0 µg/L,Simazina  VMP: 2.0 µg/L,Tebuconazol  VMP: 180.0 µg/L,Terbufós  VMP: 1.2 µg/L,Trifluralina  VMP: 20.0 µg/L
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,29/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,14/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,22/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,14/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,22/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,14/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,21/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,21/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,28/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,14/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,14/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,22/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,08/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,08/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,08/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,22/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,08/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,21/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,21/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,21/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,21/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,21/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,08/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,28/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,28/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,28/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Surto,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,28/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,07/03/2017,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA CASA GRANDE,S350660000005,08/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,07/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,07/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,07/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,07/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,07/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,07/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,14/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,14/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,07/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,14/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,14/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,21/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA CANTAREIRA ETA GUARAU,S355030000001,15/03/2017,Reservatório de distribuição,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,14/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ALTO TIETE ETA TAIACUPEBA,S355250000001,14/03/2017,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA RIO GRANDE,S354870000005,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA RIO GRANDE,S354870000005,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,07/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA RIO GRANDE,S354870000005,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,ETA RIO GRANDE,S354870000005,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,07/03/2017,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,07/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,03/03/2017,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,07/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,07/03/2017,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,07/03/2017,Torneira após a reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,29/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,29/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,03/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,07/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,07/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,07/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,07/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,29/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,29/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SEVERINIA,355190,Rotina,SAA,SISTEMA DE ABASTECIMENTO DE AGUA DE SEVERINIA,S355190000001,25/09/2017,POÇO ARTESIANO - Ponto 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,22/03/2017,Torneira antes da reservação,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,27/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,22/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,22/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,29/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,21/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,22/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,29/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,29/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,14/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,14/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,21/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,21/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,21/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,21/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,08/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,08/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,08/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,15/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,14/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,14/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,14/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,14/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,14/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,28/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,28/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,28/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,28/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,08/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP,SAO PAULO,355030,Rotina,SAA,SISTEMA GUARAPIRANGA ETA ENGENHEIRO RODOLFO JOSE DA COSTA E SILVA,S355030000002,28/03/2017,Cavalete/Hidrômetro,Urbana,,,,,,,,,,,,,,,,,,,,,,,,,,,
